,Date,Team,Name,Injury
354,10/28/2022,ATL,Bogdan Bogdanovic,Injury/Illness - Right Knee; Injury Recovery
355,10/28/2022,DET,Marvin Bagley III,Injury/Illness - Right Knee; Sprain
356,10/28/2022,DET,Buddy Boeheim,G League - Two-Way
357,10/28/2022,DET,Alec Burks,Injury/Illness - Left Navicular; Fracture
358,10/28/2022,DET,Braxton Key,G League - Two-Way
359,10/28/2022,CHA,LaMelo Ball,Injury/Illness - Left Ankle; Sprain
360,10/28/2022,CHA,Cody Martin,Injury/Illness - Left Quad; Soreness
361,10/28/2022,CHA,Terry Rozier,Injury/Illness - Right Ankle; Sprain
362,10/28/2022,ORL,Cole Anthony,Injury/Illness - Right Internal Oblique; Injury
363,10/28/2022,ORL,Markelle Fultz,Injury/Illness - Left Big Toe; Fracture
364,10/28/2022,ORL,Gary Harris,Injury/Illness - Left Knee; Injury recovery
365,10/28/2022,ORL,Jonathan Isaac,Injury/Illness - Left Knee; Injury recovery
366,10/28/2022,ORL,Jalen Suggs,Injury/Illness - Right Ankle; Sprain
367,10/28/2022,ORL,Moritz Wagner,Injury/Illness - Right Midfoot; Sprain
368,10/28/2022,BOS,JD Davison,G League - Two-Way
369,10/28/2022,BOS,Danilo Gallinari,Injury/Illness - Left Knee; ACL Repair
370,10/28/2022,BOS,Mfiondu Kabengele,G League - Two-Way
371,10/28/2022,BOS,Robert Williams III,Injury/Illness - Left Knee; Surgery
372,10/28/2022,BOS,Grant Williams,League Suspension
373,10/28/2022,CLE,Mamadi Diakite,G League - Two-Way
374,10/28/2022,CLE,Darius Garland,Injury/Illness - Left Eye; Laceration
375,10/28/2022,CLE,Isaiah Mobley,G League - Two-Way
376,10/28/2022,CLE,Ricky Rubio,Injury/Illness - Left Knee; ACL Surgery
377,10/28/2022,CLE,Dylan Windler,Injury/Illness - Right Ankle; Sprain
378,10/28/2022,IND,Kendall Brown,G League - Two-Way
379,10/28/2022,IND,Trevelin Queen,G League - Two-Way
380,10/28/2022,IND,Daniel Theis,Injury/Illness - Right Knee; Sore
381,10/28/2022,WAS,Corey Kispert,Injury/Illness - Left Ankle; Left ankle sprain
382,10/28/2022,WAS,Delon Wright,Injury/Illness - Right Hamstring; Right hamstring strain
383,10/28/2022,PHI,Julian Champagnie,G League - Two-Way
384,10/28/2022,PHI,Joel Embiid,Injury/Illness - Right Knee; Injury Recovery
385,10/28/2022,PHI,Michael Foster Jr.,G League - Two-Way
386,10/28/2022,TOR,Jeff Dowtin,G League - Two-Way
387,10/28/2022,TOR,Ron Harper Jr.,G League - Two-Way
388,10/28/2022,TOR,Otto Porter Jr.,Personal Reasons
389,10/28/2022,LAL,Thomas Bryant,Injury/Illness - Left Ucl; Repair
390,10/28/2022,LAL,Anthony Davis,Injury/Illness - Low Back; Tightness
391,10/28/2022,LAL,Scotty Pippen Jr.,G League - Two-Way
392,10/28/2022,LAL,Dennis Schroder,Injury/Illness - Right Ucl; Repair
393,10/28/2022,LAL,Cole Swider,G League - Two-Way
394,10/28/2022,LAL,Juan Toscano-Anderson,Injury/Illness - Left Ankle; Sprain
395,10/28/2022,MIN,Kyle Anderson,Injury/Illness - Back; Spasms
396,10/28/2022,MIN,Luka Garza,G League - Two-Way
397,10/28/2022,MIN,Jordan McLaughlin,Injury/Illness - Right Heel; Soreness
398,10/28/2022,MIN,Josh Minott,G League - On Assignment
399,10/28/2022,MIN,Wendell Moore Jr.,G League - On Assignment
400,10/28/2022,MIL,Pat Connaughton,Injury/Illness - Right Calf; Strain
401,10/28/2022,MIL,A.J. Green,Injury/Illness - Nasal; Contusion
402,10/28/2022,MIL,Joe Ingles,Injury/Illness - Left Knee; ACL Surgery
403,10/28/2022,MIL,Khris Middleton,Injury/Illness - Left Wrist; Ligament Surgery
404,10/28/2022,NYK,Quentin Grimes,Injury/Illness - Left Foot; Sore
405,10/28/2022,NYK,Feron Hunt,G League - Two-Way
406,10/28/2022,NYK,Trevor Keels,G League - Two-Way
407,10/28/2022,CHI,Kostas Antetokounmpo,G League - Two-Way
408,10/28/2022,CHI,Lonzo Ball,Injury/Illness - Left Knee; Surgery
409,10/28/2022,CHI,Zach LaVine,Injury/Illness - Left Knee; Injury Management
410,10/28/2022,CHI,Marko Simonovic,G League - On Assignment
411,10/28/2022,SAS,Dominick Barlow,G League - Two-Way
412,10/28/2022,SAS,Charles Bassey,G League - Two-Way
413,10/28/2022,SAS,Joshua Primo,Injury/Illness - Left Glute; Soreness
414,10/28/2022,SAS,Devin Vassell,Injury/Illness - Left Knee; Soreness
415,10/28/2022,DEN,Kentavious Caldwell-Pope,Injury/Illness - Left Ankle; Sprain
416,10/28/2022,DEN,Collin Gillespie,Injury/Illness - Right Lower Leg; Fracture
417,10/28/2022,DEN,Davon Reed,Personal Reasons
418,10/28/2022,UTA,Simone Fontecchio,Health and Safety Protocols
419,10/28/2022,UTA,Rudy Gay,Health and Safety Protocols
420,10/28/2022,UTA,Johnny Juzang,G League - Two-Way
421,10/28/2022,UTA,Walker Kessler,Injury/Illness - N/A; illness
422,10/28/2022,HOU,Darius Days,G League - Two-Way
423,10/28/2022,HOU,Bruno Fernando,Injury/Illness - Left Knee; Soreness
424,10/28/2022,HOU,TyTy Washington Jr.,Injury/Illness - Left Knee; Sprain
425,10/28/2022,POR,Damian Lillard,Injury/Illness - Right Calf; Strain
426,10/28/2022,POR,Gary Payton II,Return to Competition Reconditioning
427,10/28/2022,POR,Olivier Sarr,Injury/Illness - Right Wrist; Sprain
428,10/28/2022,POR,Trendon Watford,Injury/Illness - Right Hip; Flexor Strain
429,10/28/2022,NOP,Dyson Daniels,Injury/Illness - Left Ankle; Sprain
430,10/28/2022,NOP,Brandon Ingram,Injury/Illness - Concussion; Protocols
431,10/28/2022,NOP,Herbert Jones,Injury/Illness - Right Knee; Hyperextension
432,10/28/2022,NOP,Kira Lewis Jr.,Injury/Illness - Right Knee; ACL Injury Recovery
433,10/28/2022,NOP,E.J. Liddell,Injury/Illness - Right Knee; ACL Injury Recovery
434,10/28/2022,NOP,Zion Williamson,Injury/Illness - Right Posterior Hip / Low Back; Contusion
435,10/28/2022,PHX,Jae Crowder,Not With Team
436,10/28/2022,PHX,Ish Wainright,Injury/Illness - Low Back; Pain
437,10/29/2022,MIA,Dewayne Dedmon,Injury/Illness - Head; Upper respiratory infection
438,10/29/2022,MIA,Victor Oladipo,Not With Team
439,10/29/2022,MIA,Omer Yurtseven,Not With Team
440,10/29/2022,CHA,LaMelo Ball,Injury/Illness - Left Ankle; Sprain
441,10/29/2022,CHA,Cody Martin,Injury/Illness - Left Quad; Soreness
442,10/29/2022,CHA,Terry Rozier,Injury/Illness - Right Ankle; Sprain
443,10/29/2022,GSW,Donte DiVincenzo,Injury/Illness - Left Hamstring; Strain
444,10/29/2022,GSW,Andre Iguodala,Injury/Illness - Left Hip; Injury Management
445,10/29/2022,BKN,T.J. Warren,Injury/Illness - Left Foot; Injury Recovery
446,10/29/2022,IND,Kendall Brown,G League - Two-Way
447,10/29/2022,IND,T.J. McConnell,Injury/Illness - Right Knee; Sore
448,10/29/2022,IND,Aaron Nesmith,Injury/Illness - Right Foot; Sore
449,10/29/2022,IND,Trevelin Queen,G League - Two-Way
450,10/29/2022,IND,Daniel Theis,Injury/Illness - Right Knee; Sore
451,10/29/2022,IND,Myles Turner,Injury/Illness - Left Ankle; Injury Management
452,10/29/2022,ATL,Bogdan Bogdanovic,Injury/Illness - Right Knee; Injury Recovery
453,10/29/2022,MIL,Pat Connaughton,Injury/Illness - Right Calf; Strain
454,10/29/2022,MIL,A.J. Green,Injury/Illness - Nasal; Fracture
455,10/29/2022,MIL,Joe Ingles,Injury/Illness - Left Knee; ACL Surgery
456,10/29/2022,MIL,Khris Middleton,Injury/Illness - Left Wrist; Ligament Surgery
457,10/29/2022,CHI,Kostas Antetokounmpo,G League - Two-Way
458,10/29/2022,CHI,Lonzo Ball,Injury/Illness - Left Knee; Surgery
459,10/29/2022,CHI,Ayo Dosunmu,Injury/Illness - Thoracic; Contusion
460,10/29/2022,CHI,Andre Drummond,Injury/Illness - Left Shoulder; Sprain
461,10/29/2022,CHI,Marko Simonovic,G League - On Assignment
462,10/29/2022,PHI,Julian Champagnie,G League - Two-Way
463,10/29/2022,PHI,Michael Foster Jr.,G League - Two-Way
464,10/29/2022,MEM,Danny Green,Injury/Illness - Left Knee; Surgery Recovery
465,10/29/2022,MEM,Jaren Jackson Jr.,Injury/Illness - Right Foot; Surgery Recovery
466,10/29/2022,MEM,Jake LaRavia,Injury/Illness - Illness; Non-Covid Illness
467,10/29/2022,MEM,Ja Morant,Injury/Illness - Illness; Non-Covid Illness
468,10/29/2022,MEM,Ziaire Williams,Injury/Illness - Right Knee; Patellar Tendinitis
469,10/29/2022,UTA,Mike Conley,Rest
470,10/29/2022,UTA,Simone Fontecchio,Health and Safety Protocols
471,10/29/2022,UTA,Rudy Gay,Health and Safety Protocols
472,10/29/2022,UTA,Walker Kessler,Injury/Illness - N/A; Illlness
473,10/29/2022,DAL,Davis Bertans,Injury/Illness - Right Knee; Effusion
474,10/29/2022,DAL,JaVale McGee,Rest
475,10/29/2022,DAL,Frank Ntilikina,Injury/Illness - Right Ankle; Effusion
476,10/29/2022,OKC,Ousmane Dieng,-
477,10/29/2022,OKC,Josh Giddey,Injury/Illness - Right Ankle; Sprain
478,10/29/2022,OKC,Chet Holmgren,Injury/Illness - Right Foot; Surgery
479,10/29/2022,OKC,Lindy Waters III,-
480,10/29/2022,OKC,Jaylin Williams,-
481,10/30/2022,LAC,Robert Covington,Health and Safety Protocols
482,10/30/2022,LAC,Kawhi Leonard,Injury/Illness - Right Knee; Injury Management
483,10/30/2022,LAC,Jason Preston,G League - On Assignment
484,10/30/2022,NOP,Dyson Daniels,Injury/Illness - Left Ankle; Sprain
485,10/30/2022,NOP,Brandon Ingram,Injury/Illness - Concussion; Protocol
486,10/30/2022,NOP,Herbert Jones,Injury/Illness - Right Knee; Hyperextension
487,10/30/2022,NOP,Kira Lewis Jr.,Injury/Illness - Right Knee; ACL Injury Recovery
488,10/30/2022,NOP,E.J. Liddell,Injury/Illness - Right Knee; Injury Recovery
489,10/30/2022,DET,Marvin Bagley III,Injury/Illness - Right Knee; Sprain
490,10/30/2022,DET,Buddy Boeheim,G League - Two-Way
491,10/30/2022,DET,Alec Burks,Injury/Illness - Left Navicular; Fracture
492,10/30/2022,GSW,Donte DiVincenzo,Injury/Illness - Left Hamstring; Strain
493,10/30/2022,GSW,Andre Iguodala,Injury/Illness - Left Hip; Injury Management
494,10/30/2022,GSW,Klay Thompson,Injury/Illness - Right Achilles Tendon; Injury Management
495,10/30/2022,CLE,Darius Garland,Injury/Illness - Left Eye; Laceration
496,10/30/2022,CLE,Isaiah Mobley,G League - Two-Way
497,10/30/2022,CLE,Ricky Rubio,Injury/Illness - Left Knee; ACL Surgery
498,10/30/2022,CLE,Dylan Windler,Injury/Illness - Right Ankle; Sprain
499,10/30/2022,NYK,Quentin Grimes,Injury/Illness - Left Foot; sore
500,10/30/2022,NYK,Feron Hunt,G League - Two-Way
501,10/30/2022,NYK,Trevor Keels,G League - Two-Way
502,10/30/2022,BOS,JD Davison,G League - Two-Way
503,10/30/2022,BOS,Danilo Gallinari,Injury/Illness - Left Knee; ACL Repair
504,10/30/2022,BOS,Mfiondu Kabengele,G League - Two-Way
505,10/30/2022,BOS,Robert Williams III,Injury/Illness - Left Knee; Surgery
506,10/30/2022,WAS,Corey Kispert,Injury/Illness - Left Ankle; Left ankle sprain
507,10/30/2022,WAS,Delon Wright,Injury/Illness - Right Hamstring; Right hamstring strain
508,10/30/2022,MIN,Luka Garza,G League - Two-Way
509,10/30/2022,MIN,Jordan McLaughlin,Injury/Illness - Right Heel; Soreness
510,10/30/2022,MIN,Josh Minott,G League - On Assignment
511,10/30/2022,MIN,Wendell Moore Jr.,G League - On Assignment
512,10/30/2022,SAS,Dominick Barlow,G League - Two-Way
513,10/30/2022,SAS,Charles Bassey,G League - Two-Way
514,10/30/2022,SAS,Josh Richardson,Injury/Illness - Low Back; Tightness
515,10/30/2022,SAS,Isaiah Roby,"Injury/Illness - "" ""; Flu-like symptoms"
516,10/30/2022,SAS,Jeremy Sochan,Injury/Illness - “”; Flu-like symptoms
517,10/30/2022,SAS,Devin Vassell,Injury/Illness - Left Knee; Soreness
518,10/30/2022,DAL,Davis Bertans,Injury/Illness - Right Knee; Effusion
519,10/30/2022,DAL,Frank Ntilikina,Injury/Illness - Right Ankle; Effusion
520,10/30/2022,ORL,Cole Anthony,Injury/Illness - Right Internal Oblique; Injury
521,10/30/2022,ORL,Markelle Fultz,Injury/Illness - Left Big Toe; Fracture
522,10/30/2022,ORL,Gary Harris,Injury/Illness - Left Knee; Injury Recovery
523,10/30/2022,ORL,Jonathan Isaac,Injury/Illness - Left Knee; Injury Recovery
524,10/30/2022,ORL,Jalen Suggs,Injury/Illness - Right Ankle; Sprain
525,10/30/2022,ORL,Moritz Wagner,Injury/Illness - Right Midfoot; Sprain
526,10/30/2022,HOU,Darius Days,G League - Two-Way
527,10/30/2022,HOU,Bruno Fernando,Injury/Illness - Left Knee; Soreness
528,10/30/2022,HOU,Eric Gordon,Injury/Illness - Right Groin; Injury Maintenance
529,10/30/2022,HOU,TyTy Washington Jr.,Injury/Illness - Left Knee; Sprain
530,10/30/2022,PHX,Deandre Ayton,Injury/Illness - Left Ankle; Sprain
531,10/30/2022,PHX,Jae Crowder,Not With Team
532,10/30/2022,PHX,Ish Wainright,Injury/Illness - Low Back; Pain
533,10/30/2022,DEN,Collin Gillespie,Injury/Illness - Right Lower Leg; Fracture
534,10/30/2022,DEN,Jack White,G League - Two-Way
535,10/30/2022,LAL,Thomas Bryant,Injury/Illness - Left UCL; Repair
536,10/30/2022,LAL,Scotty Pippen Jr.,-
537,10/30/2022,LAL,Dennis Schroder,Injury/Illness - Right UCL; Repair
538,10/30/2022,LAL,Cole Swider,G League - Two-Way
539,10/30/2022,LAL,Juan Toscano-Anderson,Injury/Illness - Left Ankle; Sprain
540,10/31/2022,PHI,Julian Champagnie,G League - Two-Way
541,10/31/2022,PHI,Joel Embiid,Injury/Illness - N/A; Non-Covid illness
542,10/31/2022,PHI,Michael Foster Jr.,G League - Two-Way
543,10/31/2022,WAS,Corey Kispert,Injury/Illness - Left Ankle; Left ankle sprain
544,10/31/2022,WAS,Delon Wright,Injury/Illness - Right Hamstring; Right hamstring strain
545,10/31/2022,CHA,LaMelo Ball,Injury/Illness - Left Ankle; Sprain
546,10/31/2022,CHA,Cody Martin,Injury/Illness - Left Quad; Soreness
547,10/31/2022,CHA,Terry Rozier,Injury/Illness - Right Ankle; Sprain
548,10/31/2022,SAC,Keon Ellis,G League - Two-Way
549,10/31/2022,SAC,Chima Moneke,G League - On Assignment
550,10/31/2022,SAC,Neemias Queta,G League - Two-Way
551,10/31/2022,ATL,Bogdan Bogdanovic,Injury/Illness - Right Knee; Injury Recovery
552,10/31/2022,TOR,Otto Porter Jr.,Personal Reasons
553,10/31/2022,TOR,Fred VanVleet,Injury/Illness - Back; Stiffness; lower back
554,10/31/2022,BKN,Seth Curry,Injury/Illness - Left Ankle; Injury Management
555,10/31/2022,BKN,Ben Simmons,Injury/Illness - Left Knee; Soreness
556,10/31/2022,BKN,T.J. Warren,Injury/Illness - Left Foot; Injury Recovery
557,10/31/2022,IND,Kendall Brown,G League - Two-Way
558,10/31/2022,IND,Aaron Nesmith,Injury/Illness - Right Foot; Sore
559,10/31/2022,IND,Trevelin Queen,G League - Two-Way
560,10/31/2022,IND,Daniel Theis,Injury/Illness - Right Knee; Sore
561,10/31/2022,DET,Marvin Bagley III,Injury/Illness - Right Knee; Sprain
562,10/31/2022,DET,Buddy Boeheim,G League - Two-Way
563,10/31/2022,DET,Alec Burks,Injury/Illness - Left Navicular; Fracture
564,10/31/2022,DET,Jalen Duren,Injury/Illness - Left Ankle; Sprain
565,10/31/2022,MIL,Pat Connaughton,Injury/Illness - Right Calf; Strain
566,10/31/2022,MIL,A.J. Green,Injury/Illness - Nasal; Fracture
567,10/31/2022,MIL,Joe Ingles,Injury/Illness - Left Knee; ACL Surgery
568,10/31/2022,MIL,Khris Middleton,Injury/Illness - Left Wrist; Ligament Surgery
569,10/31/2022,MEM,Desmond Bane,Injury/Illness - Right Ankle; Soreness
570,10/31/2022,MEM,Danny Green,Injury/Illness - Left Knee; Surgery Recovery
571,10/31/2022,MEM,Jaren Jackson Jr.,Injury/Illness - Right Foot; Surgery Recovery
572,10/31/2022,MEM,Jake LaRavia,Injury/Illness - Illness; Non-Covid Illness
573,10/31/2022,MEM,Ziaire Williams,Injury/Illness - Right Knee; Patellar Tendinitis
574,10/31/2022,UTA,Leandro Bolmaro,Health and Safety Protocols
575,10/31/2022,UTA,Simone Fontecchio,Health and Safety Protocols
576,10/31/2022,UTA,Rudy Gay,Return to Competition Reconditioning
577,10/31/2022,UTA,Johnny Juzang,G League - Two-Way
578,10/31/2022,UTA,Walker Kessler,Injury/Illness - N/A; Illness
579,10/31/2022,HOU,Darius Days,G League - Two-Way
580,10/31/2022,HOU,Bruno Fernando,Injury/Illness - Left Knee; Soreness
581,10/31/2022,HOU,Jae'Sean Tate,Injury/Illness - Right Ankle; Soreness
582,10/31/2022,HOU,TyTy Washington Jr.,Injury/Illness - Left Knee; Sprain
583,10/31/2022,LAC,Robert Covington,Health and Safety Protocols
584,10/31/2022,LAC,Kawhi Leonard,Injury/Illness - Right Knee; Injury Management
585,10/31/2022,LAC,John Wall,Injury/Illness - Left Knee; Injury Management
586,11/01/2022,BKN,Seth Curry,Injury/Illness - Left Ankle; Injury Management
587,11/01/2022,BKN,Ben Simmons,Injury/Illness - Left Knee; Soreness
588,11/01/2022,BKN,T.J. Warren,Injury/Illness - Left Foot; Injury Recovery
589,11/01/2022,CHI,Kostas Antetokounmpo,G League - Two-Way
590,11/01/2022,CHI,Lonzo Ball,Injury/Illness - Left Knee; Surgery
591,11/01/2022,CHI,Andre Drummond,Injury/Illness - Left Shoulder; Sprain
592,11/01/2022,CHI,Coby White,Injury/Illness - Left Quadricep; Contusion
593,11/01/2022,GSW,Donte DiVincenzo,Injury/Illness - Left Hamstring; Strain
594,11/01/2022,GSW,Andre Iguodala,Injury/Illness - Left Hip; Injury Management
595,11/01/2022,MIA,Jamal Cain,G League - Two-Way
596,11/01/2022,MIA,Victor Oladipo,Injury/Illness - Left Knee; Tendinosis
597,11/01/2022,MIA,Omer Yurtseven,Injury/Illness - Left Ankle; Impingement
598,11/01/2022,OKC,Chet Holmgren,Injury/Illness - Right Foot; Surgery
599,11/01/2022,OKC,Eugene Omoruyi,-
600,11/01/2022,OKC,Lindy Waters III,-
601,11/01/2022,OKC,Jaylin Williams,-
602,11/01/2022,ORL,Cole Anthony,Injury/Illness - Right Internal Oblique; Tear
603,11/01/2022,ORL,Markelle Fultz,Injury/Illness - Right Big Toe; Fracture
604,11/01/2022,ORL,Gary Harris,Injury/Illness - Left Knee; Injury Recovery
605,11/01/2022,ORL,Jonathan Isaac,Injury/Illness - Left Knee; Injury Recovery
606,11/01/2022,ORL,Moritz Wagner,Injury/Illness - Right Midfoot; Sprain
607,11/01/2022,MIN,Luka Garza,G League - Two-Way
608,11/01/2022,MIN,Josh Minott,G League - On Assignment
609,11/01/2022,MIN,Wendell Moore Jr.,G League - On Assignment
610,11/01/2022,PHX,Deandre Ayton,Injury/Illness - Left Ankle; Sprain
611,11/01/2022,PHX,Jae Crowder,Not With Team
612,11/01/2022,PHX,Ish Wainright,Personal Reasons
613,11/02/2022,PHI,Julian Champagnie,G League - Two-Way
614,11/02/2022,PHI,Joel Embiid,Injury/Illness - N/A; Non-Covid Illness
615,11/02/2022,PHI,Michael Foster Jr.,G League - Two-Way
616,11/02/2022,PHI,De'Anthony Melton,Injury/Illness - Left Low Back; Stiffness
617,11/02/2022,PHI,Jaden Springer,G League - On Assignment
618,11/02/2022,WAS,Vernon Carey Jr.,G League - On Assignment
619,11/02/2022,WAS,Corey Kispert,Injury/Illness - Left Ankle; Left ankle sprain
620,11/02/2022,WAS,Jordan Schakel,G League - Two-Way
621,11/02/2022,WAS,Isaiah Todd,G League - On Assignment
622,11/02/2022,WAS,Delon Wright,Injury/Illness - Right Hamstring; Right hamstring strain
623,11/02/2022,ATL,Bogdan Bogdanovic,Injury/Illness - Right Knee; Injury Recovery
624,11/02/2022,BOS,JD Davison,G League - Two-Way
625,11/02/2022,BOS,Danilo Gallinari,Injury/Illness - Left Knee; ACL Repair
626,11/02/2022,BOS,Mfiondu Kabengele,G League - Two-Way
627,11/02/2022,BOS,Robert Williams III,Injury/Illness - Left Knee; Surgery
628,11/02/2022,CLE,Isaiah Mobley,G League - Two-Way
629,11/02/2022,CLE,Raul Neto,Injury/Illness - Right Ankle; Sprain
630,11/02/2022,CLE,Ricky Rubio,Injury/Illness - Left Knee; ACL Surgery
631,11/02/2022,CLE,Dylan Windler,Injury/Illness - Right Ankle; Sprain
632,11/02/2022,MIA,Jimmy Butler,Injury/Illness - Left Hip; Tightness
633,11/02/2022,MIA,Jamal Cain,G League - Two-Way
634,11/02/2022,MIA,Victor Oladipo,Injury/Illness - Left Knee; Tendinosis
635,11/02/2022,MIA,Omer Yurtseven,Injury/Illness - Left Ankle; Impingement
636,11/02/2022,SAC,De'Aaron Fox,Injury/Illness - Right Knee; Bone bruise
637,11/02/2022,CHA,LaMelo Ball,Injury/Illness - Left Ankle; Sprain
638,11/02/2022,CHA,Cody Martin,Injury/Illness - Left Quad; Soreness
639,11/02/2022,CHA,Bryce McGowens,G League - Two-Way
640,11/02/2022,CHA,Terry Rozier,Injury/Illness - Right Ankle; Sprain
641,11/02/2022,CHA,Mark Williams,G League - On Assignment
642,11/02/2022,CHI,Kostas Antetokounmpo,G League - Two-Way
643,11/02/2022,CHI,Lonzo Ball,Injury/Illness - Left Knee; Surgery
644,11/02/2022,CHI,Andre Drummond,Injury/Illness - Left Shoulder; Sprain
645,11/02/2022,CHI,Coby White,Injury/Illness - Left Quadricep; Contusion
646,11/02/2022,DET,Marvin Bagley III,Injury/Illness - Right Knee; Sprain
647,11/02/2022,DET,Buddy Boeheim,G League - Two-Way
648,11/02/2022,DET,Alec Burks,Injury/Illness - Left Navicular; Fracture
649,11/02/2022,DET,Jalen Duren,Injury/Illness - Left Ankle; Sprain
650,11/02/2022,MIL,Pat Connaughton,Injury/Illness - Right Calf; Strain
651,11/02/2022,MIL,A.J. Green,Injury/Illness - Nasal; Fracture Surgery
652,11/02/2022,MIL,Joe Ingles,Injury/Illness - Left Knee; ACL Surgery
653,11/02/2022,MIL,Sandro Mamukelashvili,Injury/Illness - N/a; Concussion Protocol
654,11/02/2022,MIL,Khris Middleton,Injury/Illness - Left Wrist; Ligament Surgery
655,11/02/2022,HOU,Darius Days,G League - Two-Way
656,11/02/2022,HOU,Bruno Fernando,Injury/Illness - Left Knee; Soreness
657,11/02/2022,HOU,Trevor Hudgins,G League - Two-Way
658,11/02/2022,HOU,Jae'Sean Tate,Injury/Illness - Right Ankle; Soreness
659,11/02/2022,HOU,TyTy Washington Jr.,Injury/Illness - Left Knee; Sprain
660,11/02/2022,LAC,Robert Covington,Health and Safety Protocols
661,11/02/2022,LAC,Moussa Diabate,G League - Two-Way
662,11/02/2022,LAC,Kawhi Leonard,Injury/Illness - Right Knee; Injury Management
663,11/02/2022,LAC,Jason Preston,G League - On Assignment
664,11/02/2022,SAS,Keldon Johnson,Injury/Illness - Right Calf; Tightness
665,11/02/2022,SAS,Isaiah Roby,"Injury/Illness - "" ""; Flu-like symptoms"
666,11/02/2022,SAS,Devin Vassell,Injury/Illness - Left Knee; Soreness
667,11/02/2022,SAS,Blake Wesley,Injury/Illness - Left MCL; Sprain
